BOP_ID	ATS_CODE	BOP_NAME	DOE_NAME	NYCOD_NAME	HEATHER_DID_IT_FIRST	TYPE_OF_SCHOOL	ADDRESS_1	NEIGHBORHOOD	CITY	STATE	ZIP	COMMUNITY_BOARD	COUNCIL_DISTRICT	PRINCIPAL	PRINCIPAL_PHONE
58bd89159e4a962862ed1e32	24Q049	P.S./I.S. 49 DOROTHY BONAWIT KOLE	P.S. 049 Dorothy Bonawit Kole	P.S. 049 Dorothy Bonawit Kole	no	NYC Public	63-60 80th Street	Middle Village	QUEENS	NY	11379	405	30	Thomas Carty	718-326-2111
59aabc00e4df103e95589327	32K045	P.S./I.S.45K			unsure										
58bee4b15d59018870f3b063	01M140	P.S./M.S. 140 NATHAN STRAUS	P.S. 140 Nathan Straus	P.S. 140 Nathan Straus	no	NYC Public	123 RIDGE STREET	Lower East Side	MANHATTAN	NY	10002	103	1	MELISSA RODRIGUEZ	212-677-4680
588fdd8758dc86ad76329e16	26Q031	P.S.31Q The Bayside School			unsure										
5a0f4f02fba5fb2ea0754567	31R045	P.S.45R John Tyler School			unsure										
589220f058dc86ad76329f48	75K369	P369K Coy L. Cox School	P.S. K369 - Coy L. Cox School	P.S. K369 - Coy L. Cox School	yes	NYC Public	383 STATE STREET	DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill	BROOKLYN	NY	11217	302	33	RUDY GIULIANI	718-852-1701
59aedb1efc0ece31943b88db		PNW BOCES			unsure										
5989dd71d317056a6f438b0c	27Q104	PS 104 Bayswater School	P.S. 104 The Bays Water	P.S. 104 The Bays Water	no	NYC Public	26-01 MOTT AVENUE	Far Rockaway-Bayswater	QUEENS	NY	11691	414	31	KATHLEEN GRADY	718-327-1910
5845d7e5f817d9630eb2eea8	24Q153	PS 153 Maspeth Elementary	P.S. 153 Adam Clayton Powell	P.S. 153 Adam Clayton Powell	no	NYC Public	1750 AMSTERDAM AVENUE	Hamilton Heights	MANHATTAN	NY	10031	109	7	KAREN BAILEY	212-927-8611
5a1c882c2cffe6168a41d757	03M166	PS 166	P.S. 166 The Richard Rodgers School of The Arts and Technology	P.S. 166 The Richard Rodgers School of The Arts an	no	NYC Public	132 WEST 89 STREET	Upper West Side	MANHATTAN	NY	10024	107	6	Debra Mastriano	212-678-2829
5989dddad317056a6f438b2f	29Q195	PS 195Q	P.S. 195	P.S. 195	no	NYC Public	1250 WARD AVENUE	West Farms-Bronx River	BRONX	NY	10472	209	18	Unal Karakas	718-861-4461
5996c447048efd0f93fdd477	18K276	PS 276 Louis Marshall School	P.S. 276 Louis Marshall	P.S. 276 Louis Marshall	no	NYC Public	1070 EAST 83 STREET	Canarsie	BROOKLYN	NY	11236	318	46	Yasmine Fidelia	718-241-5757
5a3138aa8330855d15a505e7	31R030	PS 30 SI The Westerleigh School			unsure										
5a3139f2c6e9f20f9162d099	31R030	PS 30 Westerleigh School	P.S. 030 Westerleigh	P.S. 030 Westerleigh	no	NYC Public	200 WARDWELL AVENUE	Westerleigh	STATEN ISLAND	NY	10314	501	50	Alan Ihne	718-442-0462
57d613a9617bf9c536f37ec1	15K032	PS 32 The Samuel Mills Sprole School in Carroll Gardens, Brooklyn			unsure										
57d43034617bf9c536f37d29	02M033	PS 33, Chelsea Prep	P.S. 033 Chelsea Prep	P.S. 033 Chelsea Prep	no	NYC Public	281 9 AVENUE	Hudson Yards-Chelsea-Flatiron-Union Square	MANHATTAN	NY	10001	104	3	Chingchien Wang	212-244-6426
59066a4d91cb1f850e448a62	31R039	PS 39 Francis J. Murphy Jr.	P.S. 39 Francis J. Murphy Jr.	P.S. 39 Francis J. Murphy Jr.	no	NYC Public	71 SAND LANE	Grasmere-Arrochar-Ft. Wadsworth	STATEN ISLAND	NY	10305	502	50	Tracey Wright	718-447-4543
5a15a45e443e2a444d5d931e	31R046	PS 46			unsure										
5a3138e78330855d15a505ee	09X063	PS 63 Author's Academy	P.S. 063 Author's Academy	P.S. 063 Author's Academy	no	NYC Public	1260 FRANKLIN AVENUE	Morrisania-Melrose	BRONX	NY	10456	203	16	REINALDO DIAZ LENS	718-589-3058
5989dea1d317056a6f438b49	20K069	PS 69	P.S. 69 Vincent D. Grippo School	P.S. 69 Vincent D. Grippo School	no	NYC Public	6302 9TH AVENUE	Sunset Park East	BROOKLYN	NY	11220	310	38	JAYNEMARIE CAPETANAKIS	718-630-3899
58b7364d1a50d18e69dd07e6	24Q087	PS 87			unsure										
59d65413d93d110f853b82a2	21K090	PS 90 EDNA COHEN SCHOOL	P.S. 90 Edna Cohen School	P.S. 90 Edna Cohen School	yes	NYC Public	2840 WEST 12 STREET	West Brighton	BROOKLYN	NY	11224	313	47	GRETA HAWKINS	718-787-3333
5834aa3ae5b1443821082ae7	24Q102	PS/IS 102			unsure										
57f7b5f27a699f1e0a48ae77	20K104	PS/IS 104			unsure										
597c88d9d4de0002ad5af924	75R025	PS/IS 25R South Richmond H.S.			unsure										
58912b4258dc86ad76329e51	29Q270	PS/IS 270	P.S./I.S. 208	P.S./I.S. 208	no	NYC Public	74-30 COMMONWEALTH BLVD	Bellerose	QUEENS	NY	11426	413	23	JAMES PHILEMY	718-468-6420
5737437f117a5467af679754	02M276	PS/IS 276 Battery Park Community School			unsure										
5737437f117a5467af679756	21K288	PS/IS 288 Shirley Tanyhill School			unsure										
5983a59a0ef47e0fda510bcd	03M076	PS/IS 76			unsure										
5983d3970ef47e0fda510c9a	03M076	PS/IS 76			unsure										
594c4505d1aa050fada88925	14K147	PS147	P.S. 147 Isaac Remsen	P.S. 147 Isaac Remsen	no	NYC Public	325 BUSHWICK AVENUE	Bushwick South	BROOKLYN	NY	11206	301	34	Sandra Noyola	718-497-0326
59538e8a5a69e70f93c1c451	14K147	PS147	P.S. 147 Isaac Remsen	P.S. 147 Isaac Remsen	no	NYC Public	325 BUSHWICK AVENUE	Bushwick South	BROOKLYN	NY	11206	301	34	Sandra Noyola	718-497-0326
58a467b0911363392a0a4085	03M208	PS208/ALLMSES	P.S. 208 Elsa Ebeling	P.S. 208 Elsa Ebeling	no	NYC Public	4801 AVENUE D	East Flatbush-Farragut	BROOKLYN	NY	11203	317	45	Nakoley Renville	718-629-1670
5a537a9c2d30ce1fe0a79089	02M003	PS3	P.S. 3 Raul Julia Micro Society	P.S. 3 Raul Julia Micro Society	no	NYC Public	2100 LAFONTAINE AVENUE	East Tremont	BRONX	NY	10457	206	15	DENISE BROWN	718-584-1899
5891e39358dc86ad76329e9f	04M072	PS72 Lexington Academy	The Lexington Academy	The Lexington Academy	no	NYC Public	131 EAST 104 STREET	East Harlem South	MANHATTAN	NY	10029	111	8	Antonio Hernandez	212-860-5831
5989dd93d317056a6f438b14	28Q080	PS80Q	PS 80 The Thurgood Marshall Magnet School of Multimedia and Communication	PS 80 The Thurgood Marshall Magnet School of Mult	no	NYC Public	171-05 137TH AVENUE	Springfield Gardens North	JAMAICA	NY	11434	412	28	Kersandra Cox	718-528-7070
5989de56d317056a6f438b43	28Q080	PS80Q	PS 80 The Thurgood Marshall Magnet School of Multimedia and Communication	PS 80 The Thurgood Marshall Magnet School of Mult	no	NYC Public	171-05 137TH AVENUE	Springfield Gardens North	JAMAICA	NY	11434	412	28	Kersandra Cox	718-528-7070
5737437f117a5467af679752		Pace University			unsure										
5a31394a8330855d15a505f8	02M298	Pace high school	Pace High School	Pace High School	no	NYC Public	100 HESTER STREET	Chinatown	MANHATTAN	NY	10002	103	1	Eric Glatz	212-334-4663
59dc0fc57ab0680f7bf8965b		Packer Collegiate Institute			unsure										
59e8d39097c577235a4958e4		Packer Collegiate Institute			unsure										
5891efbf58dc86ad76329ec5	04M372	Pelham Preparatory Academy	Esperanza Preparatory Academy	Esperanza Preparatory Academy	no	NYC Public	240 EAST 109 STREET	East Harlem South	MANHATTAN	NY	10029	111	8	Luisa Morales	212-722-6507
58f510b4e23a596b0e4e575a	32K383	Philippa Schuyler Middle School I.S. 383			unsure										
5883b5dbcc0ff6e83807f9bd		Po Kwan Ho			unsure										
5737437f117a5467af679751		Poly Prep Country Day School			unsure										
58d4106ec6f0027a0e28b930		PortSide NewYork			unsure										
58892bf5ed5ca7e34e205a0d		Portledge School			unsure										
5737437f117a5467af679755		Princess Bay Marina			unsure										
5737437f117a5467af679753		Protectors of Pine Oak Woods inc.			unsure										
58eced1fe23a596b0e4e56eb	22K326	Ps 326	P.S. 326	P.S. 326	no	NYC Public	1800 UTICA AVENUE	Flatlands	BROOKLYN	NY	11234	318	45	COLLEEN DUCEY	718-241-4828
59417d58b909c30f8011fdc6	04M108	Ps108	P.S. 108 Assemblyman Angelo Del Toro Educational Complex	P.S. 108 Assemblyman Angelo Del Toro Educational C	no	NYC Public	1615 MADISON AVENUE	East Harlem South	MANHATTAN	NY	10029	111	8	William Gladstone	212-860-5803
5885462fcc0ff6e83807f9ca	28Q310	Queens Collegiate			unsure										
5988ce859b94f0015f921272	02M422	Quest to Learn	Quest to Learn	Quest to Learn	no	NYC Public	351 WEST 18 STREET	Hudson Yards-Chelsea-Flatiron-Union Square	MANHATTAN	NY	10011	104	3	Nicholas Jurman	212-488-3645
5737437f117a5467af679757		Randalls Island Alliance			unsure										
59ccf70eaa363b0fa002cc5a	84M433	Renaissance Charter High School for Innovation	Renaissance Charter High School for Innovation	Renaissance Charter High School for Innovation	no	Charter	410 EAST 100 STREET	East Harlem South	MANHATTAN	NY	10029	111	8	Terence Joseph	212-722-5871
5737437f117a5467af679758	02M580	Richard R. Green High School of Teaching	Richard R. Green High School of Teaching	Richard R. Green High School of Teaching	no	NYC Public	7 BEAVER STREET	Battery Park City-Lower Manhattan	MANHATTAN	NY	10004	101	1	Joan Weaver	646-826-8174
5737437f117a5467af679759		Richmond County Yacht Club			unsure										
59b05a252a8c047c0dcffe4e	23K446	Riverdale Country School	Riverdale Avenue Community School	Riverdale Avenue Community School	no	NYC Public	76 RIVERDALE AVENUE	Brownsville	BROOKLYN	NY	11212	316	42	Meghan Dunn	718-485-1679
5737437f117a5467af67975a		Riverdale Yacht Club			unsure										
5737437f117a5467af67975b		Riverside Park Trust			unsure										
5737437f117a5467af67975f		Rockaway Beach Nonprofits (Arts n Parts, Edgemere)			unsure										
5737437f117a5467af67975d		Rockaway Waterfront Alliance			unsure										
59c96501e3e6892d8be663b1		Rocking the Boat			unsure										
5737437f117a5467af67975c	08X071	Rose E. Scala P.S.071			unsure										
5737437f117a5467af67975e		Rye City School District			unsure										
5737437f117a5467af67976c		SUNY Maritime			unsure										
59f230a375b9ac0fa5316832		Sarah Lawrence College Center for the Urban River at Beczak			unsure										
59a7a4913443040f91f48f0a		School of the Blessed Sacrament			unsure										
587fd425cc0ff6e83807f98d	02M413	School of the Future (M413)			unsure										
5989dd80d317056a6f438b0f	19K663	School of the Future Brooklyn 19k663	School of the Future Brooklyn	School of the Future Brooklyn	no	NYC Public	574 DUMONT AVENUE	East New York (Pennsylvania Ave)	BROOKLYN	NY	11207	305	42	Sarah Kaufmann	718-345-5190
5737437f117a5467af679760		Sebago Canoe Club			unsure										
589a085de417aa3a7b906927		Seconsett Island Society			unsure										
5737437f117a5467af679761		Sleepy Hollow Middle School			unsure										
58363668e5b1443821082b67		SmartStart Evaluation & Research			unsure										
5737437f117a5467af679762		Solar One			unsure										
5737437f117a5467af679763	08X448	Sound view Academy-08X448			unsure										
58cc1857e36210700e1c2678	07X221	South Bronx Preparatory			unsure										
5737437f117a5467af679764		South Street Seaport Museum			unsure										
5737437f117a5467af679765		Spence School			unsure										
5737437f117a5467af679768		St. Clare's School			unsure										
598860ce9b94f0015f920e7b		St. John Villa Academy			unsure										
57523100cedba248041998b8		Staten Island Homeschoolers			unsure										
5737437f117a5467af679766		Staten Island Museum			unsure										
5737437f117a5467af679767		Statue Cruises			unsure										
5737437f117a5467af679769	02M475	Stuyvesant High School	Stuyvesant High School	Stuyvesant High School	no	NYC Public	345 CHAMBERS STREET	Battery Park City-Lower Manhattan	MANHATTAN	NY	10282	101	1	Eric Contreras	212-312-4800
5737437f117a5467af67976a	84K730	Summit Academy			unsure										
57f7b48819cc1edc3249efb7	15K667	Sunset Park High School	Sunset Park High School	Sunset Park High School	yes	NYC Public	153 35TH STREET	Sunset Park West	BROOKLYN	NY	11232	307	38	Victoria Antonini	718-840-1900
5737437f117a5467af67976b	15K821	Sunset Park Prep - MS 821	Sunset Park Prep	Sunset Park Prep	yes	NYC Public	4004 4 AVENUE	Sunset Park West	BROOKLYN	NY	11232	307	38	Jennifer Spalding	718-840-1951
587506d9195c49c15ebeed9b	30Q300	The 30th Avenue School			unsure										
591b44cf56bdda430eabb641	32K552	The Academy of Urban Planning			unsure										
5737437f117a5467af67976d		The Battery Conservancy, Battery Urban Farm			unsure										
5737437f117a5467af67976e		The Beacon School			unsure										
5737437f117a5467af67976f		The Berkeley Carroll School			unsure										
59b1b2b02a8c047c0dd007bc		The Brotherhood/Sister Sol			unsure										
5a15aded443e2a444d5db391	03M243	The Center School MS 243			unsure										
57e979cbd80e42d064376e35		The Chapin School			unsure										
595eb251b031c81e6e3bdab4	01M364	The Earth School	Earth School	Earth School	no	NYC Public	600 EAST 6 STREET	Lower East Side	MANHATTAN	NY	10009	103	2	ABBE FUTTERMAN	212-477-1735
5899dcf5ff144b7d6e443bda		The East Harlem School			unsure										
58b074c50b2debf867885fd2		The Friends of Governors Island			unsure										
5737437f117a5467af67971d	31R059	The Harbor View School - PS 59 (31R059)			unsure										
57652fbfe7ff550537f2d6d7		The Hewitt School			unsure										
5737437f117a5467af679770	10X342	The International School for Liberal Arts MS/HS 342	International School for Liberal Arts	International School for Liberal Arts	yes	NYC Public	2780 RESERVOIR AVENUE	Van Cortlandt Village	BRONX	NY	10468	207	11	Francine Cruz	718-329-8570
58e3a3c3ec3f74820e7375a7	02M459	The Manhattan International High School	Manhattan International High School	Manhattan International High School	yes	NYC Public	317 EAST 67 STREET	Lenox Hill-Roosevelt Island	MANHATTAN	NY	10065	108	5	Gladys Rodriguez	212-517-6728
58b48381fc2ba0e063cbbf7f	28Q287	The Masters School	The Emerson School	The Emerson School	no	NYC Public	108-35 167 STREET	South Jamaica	QUEENS	NY	11433	412	27	Jakub Lau	718-657-4801
5899c255ff144b7d6e443bc5		The New School	The Cinema School	The Cinema School	no	NYC Public	1551 EAST 172ND STREET	West Farms-Bronx River	BRONX	NY	10472	209	18	Keisha Warner	718-620-2560
59e8d2b397c577235a4958dc		The Packer Collegiate Institute			unsure										
5737437f117a5467af679772		The River Project			unsure										
57dac50f5d182ae461b49a71		The Waldorf School of Garden City			unsure										
57f7bd7f7a699f1e0a48aeba		The WaterFront Center			unsure										
58dbe17ec6f0027a0e28bbf3		The Wright Family			unsure										
58f64845e23a596b0e4e577b		The Wright Family			unsure										
5737437f117a5467af679774	30Q286	The Young Women's Leadership School of Astoria	Young Women's Leadership School, Astoria	Young Women's Leadership School, Astoria	yes	NYC Public	23-15 NEWTOWN AVENUE	Old Astoria	QUEENS	NY	11102	401	22	Allison Persad	718-267-2839
5891e5ea58dc86ad76329ea2	14K614	The Young Women's Leadership School of Brooklyn	Young Women's Leadership School of Brooklyn	Young Women's Leadership School of Brooklyn	yes	NYC Public	325 BUSHWICK AVENUE	Bushwick South	BROOKLYN	NY	11206	301	34	Catherine Mitchell	718-387-5641
5737437f117a5467af679771		Tottenville Marina			unsure										
5a046fd66257c00f982fbee0		Trevor Day School			unsure										
59024c972272257a0e858c21		Trilok Fusion Arts			unsure										
58eab8bfe23a596b0e4e566d		Trinity School			unsure										
5722befed3444e216c62bcc1		Unaffiliated/None			unsure										
57f7b4b719cc1edc3249efbf		Uncommon Collegiate Charter High School			unsure										
5737437f117a5467af679773		University of Maryland, Center for Environmental Science			unsure										
5737437f117a5467af679775	02M551	Urban Assembly New York Harbor School	Urban Assembly New York Harbor School	Urban Assembly New York Harbor School	no	NYC Public	10 SOUTH STREET, SLIP 7	park-cemetery-etc-Manhattan	MANHATTAN	NY	10004	101	1	JEFFREY CHETIRKO	212-458-0800
5737437f117a5467af679776	12X372	Urban Assembly School for Wildlife Conservation	Urban Assembly School for Wildlife Conservation	Urban Assembly School for Wildlife Conservation	no	NYC Public	2024 MOHEGAN AVENUE	East Tremont	BRONX	NY	10460	206	17	Frank Giaimo	718-823-4130
5a3138898330855d15a505e2	02M449	Vanguard High School	Vanguard High School	Vanguard High School	no	NYC Public	317 EAST 67 STREET	Lenox Hill-Roosevelt Island	MANHATTAN	NY	10065	108	5	WILLIAM KLANN	212-517-5175
58b050900b2debf867885fc7		Vaughn College of Aeronautics and Tech			unsure										
5898cb5658dc86ad7632a02d		Villa Maria Academy			unsure										
5991daad5b05d00f9bb87d43	19K660	WH Maxwell			unsure										
5a3403c8e462b066fe175051	03M415	Wadleigh Secondary School for the Perforing and Visual Arts	Wadleigh Secondary School for the Performing & Visual Arts	Wadleigh Secondary School for the Performing & Vis	no	NYC Public	215 WEST 114 STREET	Central Harlem South	MANHATTAN	NY	10026	110	9	Daisy Fontanez	212-749-5800
592392019d63f5690ec0b7ca		Wantagh Schools			unsure										
5737437f117a5467af679777		Warby Parker			unsure										
58bd91199e4a962862ed1e54	06M348	Washington Heights Expeditionary Learning School (WHEELS)	Washington Heights Expeditionary Learning School	Washington Heights Expeditionary Learning School	no	NYC Public	511 WEST 182ND STREET	Washington Heights North	MANHATTAN	NY	10033	112	10	Thomas Rochowicz	212-781-0524
5737437f117a5467af679778	03M291	West End Secondary School	West End Secondary School	West End Secondary School	no	NYC Public	227-243 WEST 61ST STREET	Lincoln Square	MANHATTAN	NY	10023	107	6	JESSICA JENKINS	212-245-1506
5737437f117a5467af679779		Wildlife Conservation Society, New York Aquarium			unsure										
57d4270b617bf9c536f37cac	14K561	Williamsburg Preparatory High School	Williamsburg Preparatory School	Williamsburg Preparatory School	yes	NYC Public	257 NORTH 6 STREET	North Side-South Side	BROOKLYN	NY	11211	301	33	Michael Shadrick	718-302-2306
57d430ff617bf9c536f37d2d		Winston PReparatory School NY			unsure										
59e8ded097c577235a4958ec	10X353	World View High School	World View High School	World View High School	yes	NYC Public	100 WEST MOSHOLU PARKWAY SOUTH	Van Cortlandt Village	BRONX	NY	10468	207	11	Martin Hernandez	718-601-0391
58d7db39c6f0027a0e28ba66		Xaverian High School			unsure										
5737437f117a5467af67977a	31R455	YABC @ Tottenville High School	Tottenville High School	Tottenville High School	no	NYC Public	100 LUTEN AVENUE	Annadale-Huguenot-Prince's Bay-Eltingville	STATEN ISLAND	NY	10312	503	51	Joseph Scarmato	718-668-8800
5737437f117a5467af67977b		YMCA Off-Site: Julia Richman Educational Complex Site Director, Teen Program			unsure										
57f7bdb17a699f1e0a48aebc		Youth Arts New York			unsure										
